,Unnamed: 0,full_name,num_games,season,turner_name,avg_minutes,avg_two_points_made_pm,avg_field_goals_miss_pm,avg_three_points_made_pm,avg_free_throws_made_pm,avg_free_throws_miss_pm,avg_off_rebounds_pm,avg_def_rebounds_pm,avg_assists_pm,avg_turnovers_pm,avg_steals_pm,avg_block_pm,avg_personal_fouls_pm,PER,avg_points_pm,avg_rebounds_pm
75,10497,Keith Appling,35,2013,Michigan State University,31.485714285714284,0.08892921960072596,0.14519056261343016,0.030852994555353907,0.08439201451905629,0.04355716878402905,0.011796733212341195,0.08439201451905627,0.14156079854809436,0.06715063520871144,0.037205081669691484,0.012704174228675136,0.08711433756805809,-4.8,0.3548094373865699,0.09618874773139746
77,10552,Gary Harris,35,2013,Michigan State University,32.31428571428571,0.1007957559681698,0.2298850574712644,0.07161803713527852,0.10167992926613616,0.02387267904509284,0.03271441202475686,0.09106984969053934,0.08311229000884178,0.05305039787798408,0.055702917771883284,0.013262599469496024,0.06454465075154732,11.366666666666667,0.5181255526083113,0.1237842617152962
78,10585,Ron Baker,35,2015,Wichita State University,31.6,0.08679927667269441,0.1962025316455696,0.057866184448462935,0.09674502712477397,0.025316455696202528,0.017179023508137426,0.13471971066907773,0.10216998191681737,0.0488245931283906,0.04792043399638337,0.018987341772151903,0.04520795660036167,7.5,0.4439421338155516,0.15189873417721517
79,10591,Doug McDermott,35,2013,Creighton University,33.742857142857154,0.1981371718882302,0.2514817950889076,0.08128704487722266,0.15071972904318368,0.023708721422523282,0.048264182895850966,0.15834038950042334,0.046570702794242164,0.05249788314987297,0.0067739204064352215,0.0042337002540220135,0.056731583403894996,9.66,0.790855207451312,0.2066045723962743
80,10592,R.J. Hunter,35,2014,Georgia State University,36.97142857142858,0.09505409582689334,0.240340030911901,0.061823802163833076,0.1561051004636785,0.021638330757341583,0.020865533230293658,0.10664605873261207,0.0973724884080371,0.059505409582689316,0.0579598145285935,0.02704791344667697,0.06568778979907264,2.25,0.5316846986089644,0.12751159196290573
81,10611,Montrezl Harrell,35,2014,University of Louisville,35.114285714285714,0.1659886086248983,0.13262815296989422,0.007323026851098456,0.09275834011391378,0.06265256305939787,0.09031733116354762,0.17087062652563065,0.03986981285598048,0.05614320585842149,0.026851098454027663,0.03417412530512612,0.06021155410903176,16.9,0.44670463791700576,0.26118795768917824
82,10614,Bryce Cotton,35,2013,Providence College,39.94285714285713,0.10944206008583697,0.22818311874105876,0.05507868383404867,0.1616595135908441,0.02789699570815452,0.013590844062947074,0.0751072961373391,0.14663805436337635,0.060801144492131635,0.025035765379113038,0.002145922746781117,0.03648068669527897,10.5,0.545779685264664,0.08869814020028617
83,10632,Demetrius Jackson,35,2015,University of Notre Dame,35.97142857142857,0.11040508339952344,0.1866560762509929,0.042891183478951565,0.08975377283558382,0.02065131056393964,0.02462271644162034,0.07148530579825259,0.13026211278792693,0.060365369340746634,0.03415409054805402,0.0079428117553614,0.05401111993645751,30.8,0.4392374900714854,0.09610802223987293
84,10636,Rodney Hood,35,2013,Duke University,32.857142857142854,0.10434782608695656,0.19217391304347836,0.06173913043478264,0.0947826086956522,0.022608695652173917,0.02521739130434784,0.09478260869565222,0.06521739130434785,0.04695652173913045,0.021739130434782608,0.007826086956521741,0.07913043478260873,12.933333333333332,0.48869565217391325,0.12000000000000006
85,10643,Andrew Wiggins,35,2013,University of Kansas,32.8,0.12717770034843198,0.2029616724738676,0.03745644599303136,0.15331010452961674,0.04442508710801395,0.06620209059233449,0.1123693379790941,0.04703832752613242,0.06968641114982578,0.03571428571428572,0.02961672473867596,0.0818815331010453,15.633333333333333,0.5200348432055748,0.1785714285714286
88,10665,Lamar Patterson,36,2013,University of Pittsburgh,32.58333333333333,0.1040068201193521,0.2182438192668372,0.06820119352088662,0.11253196930946292,0.03665814151747655,0.029838022165387893,0.1193520886615516,0.13128729752770674,0.07928388746803071,0.043478260869565216,0.010230179028132991,0.06223358908780904,1.5999999999999999,0.5251491901108271,0.1491901108269395
89,10669,Marcus Georges-Hunt,36,2015,Georgia Institute of Technology,32.41666666666667,0.11825192802056556,0.18337617823479,0.034275921165381314,0.17566409597257926,0.03770351328191944,0.027420736932305047,0.07712082262210795,0.10197086546700942,0.06341045415595542,0.02656383890317052,0.013710368466152522,0.0805484147386461,10.2,0.5149957155098543,0.104541559554413
90,10677,Jordan Adams,36,2013,"University of California, Los Angeles",30.055555555555554,0.14417744916820702,0.20425138632162665,0.048059149722735686,0.14602587800369685,0.02865064695009242,0.06192236598890943,0.11552680221811462,0.07763401109057302,0.049907578558225515,0.0878003696857671,0.004621072088724585,0.07208872458410351,15.05,0.5785582255083179,0.17744916820702406
91,10695,Malcolm Brogdon,36,2015,University of Virginia,34.111111111111114,0.12214983713355045,0.21905537459283386,0.05781758957654722,0.11400651465798045,0.013029315960912051,0.015472312703583062,0.10586319218241044,0.08957654723127033,0.041530944625407164,0.02768729641693811,0.00732899022801303,0.06026058631921824,14.9,0.531758957654723,0.12133550488599351
92,10699,Okaro White,36,2013,Florida State University,30.11111111111111,0.13099630996309966,0.1448339483394834,0.022140221402214017,0.12361623616236166,0.03136531365313653,0.06918819188191883,0.1549815498154982,0.03136531365313653,0.06273062730627306,0.024907749077490767,0.03690036900369003,0.09963099630996312,7.5,0.45202952029520305,0.22416974169741702
93,10735,Jamal Murray,36,2015,University of Kentucky,35.19444444444445,0.1033938437253354,0.2320441988950276,0.08918705603788474,0.09392265193370164,0.026045777426992888,0.04183109707971586,0.10497237569060773,0.0623520126282557,0.06629834254143645,0.027624309392265192,0.008681925808997628,0.059194948697711136,11.9,0.5682715074980267,0.14680347277032357
94,10753,Dorian Finney-Smith,36,2015,University of Florida,31.75000000000001,0.08573928258967628,0.19072615923009625,0.06211723534558178,0.10586176727909008,0.03849518810148729,0.07786526684164477,0.18460192475940504,0.06561679790026245,0.05949256342957129,0.02887139107611548,0.02537182852143481,0.06824146981627296,7.7,0.463692038495188,0.2624671916010498
