,full_name,num_games,season,turner_name,avg_minutes,avg_two_points_made_pm,avg_field_goals_miss_pm,avg_three_points_made_pm,avg_free_throws_made_pm,avg_free_throws_miss_pm,avg_off_rebounds_pm,avg_def_rebounds_pm,avg_assists_pm,avg_turnovers_pm,avg_steals_pm,avg_block_pm,avg_personal_fouls_pm
17,Tyler Dorsey,39,2016,University of Oregon,29.974358974358967,0.086398631308811,0.18477331052181356,0.0752780153977759,0.08982035928143714,0.02908468776732251,0.02822925577416596,0.08725406330196751,0.05731394354148848,0.050470487596236124,0.025662959794696325,0.003421727972626177,0.048759623609923024
18,Tyus Jones,39,2014,Duke University,33.897435897435905,0.06656580937972767,0.14296520423600603,0.03555219364599091,0.10892586989409982,0.013615733736762479,0.014372163388804841,0.08925869894099846,0.16414523449319213,0.05748865355521936,0.04462934947049923,0.00226928895612708,0.034795763993948556
19,Julius Randle,40,2013,University of Kentucky,30.824999999999996,0.15652879156528796,0.15896188158961885,0.0024330900243309003,0.16545012165450124,0.06974858069748581,0.11354420113544202,0.22465531224655308,0.04622871046228712,0.0819140308191403,0.016220600162206,0.025141930251419305,0.07380373073803731
20,James Young,40,2013,University of Kentucky,32.39999999999999,0.0779320987654321,0.20601851851851857,0.06327160493827164,0.09645061728395066,0.04012345679012347,0.03163580246913582,0.1003086419753087,0.05169753086419754,0.05787037037037038,0.023148148148148154,0.0061728395061728435,0.06404320987654322
21,Jalen Brunson,40,2017,Villanova University,31.8,0.14465408805031454,0.1949685534591195,0.06761006289308179,0.10220125786163521,0.025157232704402514,0.009433962264150945,0.08647798742138367,0.14465408805031446,0.05581761006289308,0.02908805031446541,0.0007861635220125786,0.06132075471698112
22,Karviar Shepherd,39,2016,Texas Christian University,11.282051282051281,0.14545454545454548,0.10909090909090911,0.002272727272727273,0.0931818181818182,0.027272727272727282,0.08863636363636364,0.1204545454545455,0.045454545454545456,0.08636363636363636,0.02500000000000001,0.01363636363636364,0.18863636363636366
23,Sam Dekker,40,2014,"University of Wisconsin, Madison",30.975,0.13155770782889428,0.15577078288942692,0.04035512510088781,0.0645682001614205,0.026634382566585953,0.062146892655367235,0.11541565778853914,0.03954802259887006,0.02905569007263922,0.01694915254237288,0.01452784503631961,0.033898305084745756
24,Charles Matthews,41,2017,University of Michigan,30.097560975609756,0.1385737439222042,0.16936790923824957,0.027552674230145867,0.07050243111831443,0.0559157212317666,0.04294975688816855,0.14100486223662892,0.07941653160453808,0.06807131280388977,0.02431118314424635,0.021069692058346832,0.0713128038897893
25,Andrew Harrison,39,2014,University of Kentucky,25.48717948717949,0.06539235412474848,0.16700201207243456,0.03621730382293762,0.12676056338028166,0.03319919517102615,0.013078470824949699,0.07444668008048289,0.1398390342052314,0.06438631790744465,0.04024144869215292,0.008048289738430588,0.07042253521126761
26,Justise Winslow,39,2014,Duke University,29.102564102564102,0.11189427312775331,0.16123348017621142,0.04052863436123348,0.0881057268722467,0.04933920704845816,0.0431718061674009,0.17885462555066084,0.0722466960352423,0.06255506607929516,0.0458149779735683,0.029955947136563882,0.09515418502202645
27,Kennedy Meeks,40,2016,"University of North Carolina, Chapel Hill",24.325000000000003,0.21171634121274405,0.16957862281603286,0.0,0.09146968139773895,0.055498458376156225,0.15621788283658786,0.23227132579650564,0.042137718396711196,0.04933196300102774,0.03905447070914697,0.04830421377183966,0.09660842754367929
28,Mikal Bridges,40,2017,Villanova University,32.14999999999999,0.10886469673405916,0.17962674961119757,0.08087091757387248,0.088646967340591,0.015552099533437017,0.041990668740279936,0.12286158631415248,0.059875583203732534,0.041990668740279936,0.047433903576982905,0.03343701399688959,0.06687402799377917
29,Marcus Garrett,39,2017,University of Kansas,19.205128205128204,0.06675567423230976,0.0987983978638184,0.016021361815754337,0.03337783711615487,0.03471295060080107,0.04806408544726302,0.12683578104138854,0.05874499332443259,0.04005340453938585,0.04672897196261683,0.01068090787716956,0.0801068090787717
30,Willie Cauley-Stein,39,2014,University of Kentucky,25.94871794871795,0.133399209486166,0.09980237154150198,0.0,0.07806324110671936,0.04841897233201581,0.08794466403162053,0.16007905138339923,0.037549407114624504,0.047430830039525695,0.04644268774703557,0.06620553359683795,0.07707509881422928
31,Zach Collins,39,2016,Gonzaga University,17.23076923076923,0.18601190476190474,0.10714285714285714,0.014880952380952384,0.16369047619047622,0.05654761904761906,0.0982142857142857,0.24404761904761907,0.023809523809523808,0.0892857142857143,0.026785714285714284,0.10267857142857142,0.15624999999999997
32,Jordan Ratinho,39,2017,University of San Francisco,30.92307692307693,0.04643449419568823,0.148424543946932,0.07131011608623548,0.038142620232172464,0.02404643449419568,0.026533996683250405,0.08126036484245439,0.03980099502487561,0.026533996683250412,0.023217247097844104,0.013266998341625208,0.06799336650082914
33,Shabazz Napier,40,2013,University of Connecticut,35.1,0.08974358974358974,0.20156695156695162,0.06196581196581196,0.1474358974358974,0.022079772079772075,0.02706552706552707,0.13960113960113957,0.1388888888888889,0.0811965811965812,0.05199430199430199,0.009259259259259259,0.05982905982905983
34,Dylan Ennis,39,2016,University of Oregon,31.717948717948723,0.07356507679870655,0.15521422797089734,0.04284559417946645,0.06790622473726757,0.024252223120452703,0.02263540824575586,0.116410670978173,0.09620048504446242,0.05739692805173806,0.03476151980598221,0.013742926434923197,0.052546483427647526
35,Dhamir Cosby-Roundtree,40,2017,Villanova University,11.324999999999996,0.11699779249448125,0.03311258278145697,0.0,0.03973509933774835,0.022075055187637974,0.08388520971302431,0.12582781456953648,0.006622516556291394,0.04194260485651217,0.022075055187637974,0.03311258278145698,0.15452538631346585
36,Omari Spellman,40,2017,Villanova University,28.125,0.08444444444444445,0.1564444444444445,0.05777777777777777,0.043555555555555556,0.018666666666666668,0.08,0.20533333333333328,0.02666666666666666,0.03555555555555555,0.023111111111111103,0.05244444444444443,0.08177777777777775
37,Patric Young,39,2013,University of Florida,26.282051282051288,0.16682926829268288,0.14146341463414636,0.0,0.08487804878048778,0.05756097560975607,0.09853658536585362,0.13560975609756096,0.029268292682926817,0.04780487804878048,0.024390243902439015,0.04,0.09853658536585364
38,Jordan Bell,39,2016,University of Oregon,28.87179487179487,0.14920071047957373,0.08703374777975136,0.0026642984014209597,0.07282415630550622,0.031083481349911197,0.09946714031971582,0.20426287744227353,0.062166962699822394,0.06660746003552398,0.04351687388987567,0.07815275310834813,0.06039076376554175
39,Travis Trice,39,2014,Michigan State University,33.564102564102555,0.08021390374331552,0.22612681436210852,0.0687547746371276,0.0901451489686784,0.035905271199388855,0.01375095492742552,0.08021390374331551,0.1504965622612682,0.0527119938884645,0.03055767761650115,0.004583651642475172,0.05347593582887703
40,Lagerald Vick,39,2017,University of Kansas,32.99999999999999,0.09945609945609946,0.15229215229215234,0.04584304584304586,0.028749028749028765,0.013986013986013988,0.02874902874902876,0.11655011655011659,0.06449106449106452,0.049728049728049735,0.026418026418026423,0.010101010101010104,0.05749805749805751
41,Ryan Arcidiacono,40,2015,Villanova University,32.050000000000004,0.06942277691107643,0.16068642745709827,0.05928237129485179,0.0717628705148206,0.014040561622464899,0.011700468018720748,0.07956318252730107,0.13182527301092045,0.04758190327613102,0.042121684867394704,0.0007800312012480497,0.046801872074882976
